,date,symbol,consumption
226,10:00:00,Total,76122.26923076923
227,11:00:00,Total,76375.60784313726
228,12:00:00,Total,76541.74509803922
229,13:00:00,Total,76437.82352941178
230,14:00:00,Total,74912.54901960785
231,15:00:00,Total,73758.09803921569
232,16:00:00,Total,73125.07843137255
233,17:00:00,Total,73012.70588235295
234,18:00:00,Total,75373.39215686274
235,19:00:00,Total,77714.07843137255
236,20:00:00,Total,76327.96078431373
237,21:00:00,Total,73672.35294117648
238,22:00:00,Total,71203.45098039215
239,23:00:00,Total,72049.15686274509
