,Unnamed: 0,date,symbol,consumption
127,175,07:00:00,Hydraulic,31691.92307692308
128,176,08:00:00,Hydraulic,41291.0
129,177,09:00:00,Hydraulic,43051.230769230766
130,178,10:00:00,Hydraulic,42956.307692307695
131,179,11:00:00,Hydraulic,40529.41176470588
132,180,12:00:00,Hydraulic,38661.41176470588
133,181,13:00:00,Hydraulic,37222.03921568627
134,182,14:00:00,Hydraulic,33287.21568627451
135,183,15:00:00,Hydraulic,32306.039215686273
136,184,16:00:00,Hydraulic,33451.37254901961
137,185,17:00:00,Hydraulic,36084.392156862756
138,186,18:00:00,Hydraulic,44085.96078431373
139,187,19:00:00,Hydraulic,51948.62745098039
140,188,20:00:00,Hydraulic,46769.80392156862
141,189,21:00:00,Hydraulic,37765.56862745098
142,190,22:00:00,Hydraulic,31270.509803921566
143,191,23:00:00,Hydraulic,34719.21568627451
144,192,00:00:00,Bioenergy,3181.9230769230767
145,193,01:00:00,Bioenergy,3187.769230769231
146,194,02:00:00,Bioenergy,3188.4615384615386
147,195,03:00:00,Bioenergy,3190.769230769231
148,196,04:00:00,Bioenergy,3189.3076923076924
149,197,05:00:00,Bioenergy,3188.3076923076924
150,198,06:00:00,Bioenergy,3181.3076923076924
151,199,07:00:00,Bioenergy,3183.384615384615
152,200,08:00:00,Bioenergy,3190.8461538461543
153,201,09:00:00,Bioenergy,3190.9230769230767
154,202,10:00:00,Bioenergy,3186.384615384615
155,203,11:00:00,Bioenergy,3185.7254901960787
156,204,12:00:00,Bioenergy,3181.5686274509803
157,205,13:00:00,Bioenergy,3181.4117647058824
158,206,14:00:00,Bioenergy,3178.509803921569
159,207,15:00:00,Bioenergy,3173.4117647058824
160,208,16:00:00,Bioenergy,3171.2941176470586
161,209,17:00:00,Bioenergy,3170.5882352941176
162,210,18:00:00,Bioenergy,3171.0588235294117
163,211,19:00:00,Bioenergy,3170.8235294117653
164,212,20:00:00,Bioenergy,3178.4313725490197
165,213,21:00:00,Bioenergy,3177.4117647058824
166,214,22:00:00,Bioenergy,3177.5686274509803
167,215,23:00:00,Bioenergy,3180.078431372549
168,216,00:00:00,Total,280273.69230769225
169,217,01:00:00,Total,270776.3846153846
170,218,02:00:00,Total,267989.53846153844
171,219,03:00:00,Total,262949.3076923077
172,220,04:00:00,Total,260568.9230769231
173,221,05:00:00,Total,261720.76923076925
174,222,06:00:00,Total,267857.53846153844
175,223,07:00:00,Total,282109.15384615393
176,224,08:00:00,Total,295214.07692307694
177,225,09:00:00,Total,300127.0
178,226,10:00:00,Total,304489.07692307694
179,227,11:00:00,Total,305502.43137254904
180,228,12:00:00,Total,306166.9803921569
181,229,13:00:00,Total,305751.2941176471
182,230,14:00:00,Total,299650.1960784314
183,231,15:00:00,Total,295032.3921568627
184,232,16:00:00,Total,292500.3137254902
185,233,17:00:00,Total,292050.8235294118
186,234,18:00:00,Total,301493.56862745096
187,235,19:00:00,Total,310856.3137254902
188,236,20:00:00,Total,305311.8431372549
189,237,21:00:00,Total,294689.4117647059
190,238,22:00:00,Total,284813.8039215686
191,239,23:00:00,Total,288196.62745098036
